dn
"ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ak182,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=mk208,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ez006,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=nj010,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=cm086,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=no013,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=av024,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=rs087,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ss347,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ss348,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=aw106,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ms379,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=lm044,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=aa039,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=aa040,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=vh038,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=aa041,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=as232,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=vk033,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ck122,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=mb226,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=jb146,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ms380,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=em037,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ss349,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=at044,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=nk057,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=dr046,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=mh225,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=nb060,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=lk069,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=vb027,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=tb084,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ls075,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=cb130,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=sl098,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=rr033,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=td028,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=nw037,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=sg116,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ta024,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=et011,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=at045,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=kp029,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=mk210,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=hv011,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=jd053,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=mk211,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ck123,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=cs195,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=js257,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=dd032,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=dm077,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=vd019,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ft027,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ps091,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=kj015,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=nk058,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=sf073,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=dn019,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=nr030,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=jr065,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=js258,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ds138,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ir023,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=sw155,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=tb085,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ne018,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=yb015,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=sc031,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ie015,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=kf048,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=tl040,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=fg047,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=il021,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=mk213,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ml094,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=fm048,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=em038,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=dh068,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=jm079,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=le014,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=mm193,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=bk076,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=mb227,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=mk212,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ls077,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=fw031,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=dw057,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=yy006,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=tf039,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=jb147,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=lz012,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=st052,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=tg061,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=lm045,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ak185,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=am128,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ls076,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ah146,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=tw058,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=mj044,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=gk028,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ds139,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ia012,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=mg124,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=la012,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=af066,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=kl042,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=nf018,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ml093,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ka024,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=jm080,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=lh038,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=dg061,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=tw057,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ms383,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=nl034,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=he005,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=mk215,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=cr077,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=df033,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=lk070,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=bh045,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=er022,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=vo002,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ff030,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ck124,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=jg084,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ja034,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=db093,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=sh217,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=nk059,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=me070,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=lf022,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=sl100,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=tl041,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=mm194,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ng039,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=dh069,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ns075,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=mh227,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=nk060,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=mr130,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=nd036,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=jw084,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=pv006,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=fn011,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=me071,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=jo023,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ak187,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=jh140,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ms384,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ew025,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=im031,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=jh141,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=mv046,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=js260,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=sm148,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=nw038,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ds141,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=sw156,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=im032,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=sw157,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ms385,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=lh041,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=hl026,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=kl044,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ms386,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ma066,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=be014,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=js262,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=jm081,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=bu005,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=fs091,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ek050,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=jh142,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=jr068,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=sk230,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=tv016,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=gw014,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=cj014,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=jz030,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ew026,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=lm046,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=em039,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=jf057,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ak188,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ag102,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=vl020,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=tt022,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ak189,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=mh228,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ah147,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=se060,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=nt013,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=hg022,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=fr039,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ab163,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=sb204,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=sc032,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=gd008,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=mf113,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ah148,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ak191,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=fm049,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=sp065,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=lw050,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=km058,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=mb229,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=jk140,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=aa044,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=na018,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=jb150,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=mw165,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=pz010,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=sb205,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=mg127,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=jg086,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=yg005,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=jk142,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=bk077,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ck125,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=pm046,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=jn015,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=jp060,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=fp026,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=dr047,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=as236,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=fs092,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=kw048,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=sw158,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=aw108,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=sw159,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=gp016,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=cb132,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=jc012,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=md089,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ch111,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ah149,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ci009,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=tk106,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=op006,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=lp029,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=kr040,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=tr056,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=fw032,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=sz047,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=pw037,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ds142,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=sg118,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=yk012,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ei009,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ma067,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=jh144,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=mh229,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ea011,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=jh145,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=mr131,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ps093,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ab165,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=tr057,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=bz014,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ln016,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=jc013,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=jankovic,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=jl075,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=as237,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=rs089,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ww010,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=mg130,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=pf018,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=mw166,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=sievers,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=geiser,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=maiert,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=jm083,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ls081,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=co016,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ad055,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=jw086,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=mr132,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ag104,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=tb087,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=tt024,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=dk084,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=th093,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ss352,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=rm036,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=mh231,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ps095,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ps096,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=rs090,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=pl042,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=cm088,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=fs093,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ks154,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=fg048,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=or013,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ar103,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=mw167,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=vt019,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=kb091,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=es067,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=az027,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=mi012,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=beyerf,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=aw112,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=st053,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=nr032,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=dw058,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=sm152,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ar104,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=dd036,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=zieglerd,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ta025,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=rr034,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ie016,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=adamn,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ms388,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=tuerk,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=saftenberger,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=koeberle,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=koeberlei,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=lorenz,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=lutzb,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=haarmann,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=gugg,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=spanka,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=craemer,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=brammen,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=hesse,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=wielanda,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=mertin,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=stephan,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=haziri-hagner,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=schweizerf,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=beda,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=jedig,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=lintfert,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=delong,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=bopele,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=fehrsfaellmann,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=gehrke,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=gajicic,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=forsterc,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=karcher,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=karge,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=wohlbrecht,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=frank,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=losch,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=jaegerr,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=yaconigouet,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=poehlmann,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=heuzeroth,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=zieglers,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=dorn,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=frize,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=kontschak,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=rassek,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=jk144,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=sh221,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=jh146,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=cs197,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=reichert,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=weber-bock,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ll029,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=dk085,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=sb207,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=smirek,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=jd054,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=sc034,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=mr133,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=lm051,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=me074,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=tb089,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ah151,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=lh043,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=sh222,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ah153,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ep018,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=nn020,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=dn021,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=cr078,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=sr125,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ab168,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=dc017,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=al084,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=db095,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=wn001,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=pk058,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=bk078,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=cm090,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=lo011,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=dz020,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=bs081,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=engelna,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=friege,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=schmitt,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=guenter,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=hagenlocher,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=goll,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=drescher,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=sr126,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=sl101,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ss355,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=es069,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=sh223,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=sb208,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=vk035,ou=userlist,dc=hdm-stuttgart,dc=de"
